source,model_name,method,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,n,exact_match_strict,answer_f1_strict,exact_match_relaxed,answer_f1_relaxed,exact_match,answer_f1,evidence_precision,evidence_recall,evidence_f1,citation_grounding
2wikimultihopqa,gemma3:12b,oracle,multi_hop,16000,middle,low,unknown,26,0.5384615384615384,0.6855311355311355,0.5384615384615384,0.7111721611721612,0.5384615384615384,0.6855311355311355,1.0,0.5192307692307693,0.6794871794871794,1.0
2wikimultihopqa,gemma3:12b,oracle,multi_hop,16000,scattered,low,unknown,19,0.631578947368421,0.7532613585245164,0.631578947368421,0.7490614648509385,0.631578947368421,0.7532613585245164,0.8947368421052632,0.5,0.631578947368421,0.8947368421052632
2wikimultihopqa,gemma3:12b,oracle,multi_hop,4000,end,low,unknown,22,0.4090909090909091,0.6623376623376623,0.4090909090909091,0.6926406926406926,0.4090909090909091,0.6623376623376623,0.9545454545454546,0.5227272727272727,0.6666666666666666,0.9545454545454546
2wikimultihopqa,gemma3:12b,oracle,multi_hop,4000,front,low,unknown,22,0.6818181818181818,0.8015151515151515,0.6818181818181818,0.8196969696969697,0.6818181818181818,0.8015151515151515,1.0,0.5227272727272727,0.6818181818181818,1.0
2wikimultihopqa,gemma3:12b,oracle,multi_hop,4000,middle,low,unknown,24,0.6666666666666666,0.8416666666666667,0.6666666666666666,0.8376984126984127,0.6666666666666666,0.8416666666666667,1.0,0.5208333333333334,0.6805555555555555,1.0
2wikimultihopqa,gemma3:12b,oracle,multi_hop,4000,scattered,low,unknown,23,0.6521739130434783,0.7420289855072464,0.6521739130434783,0.7494824016563147,0.6521739130434783,0.7420289855072464,0.9130434782608695,0.5,0.6376811594202898,0.9130434782608695
2wikimultihopqa,gemma3:12b,oracle,multi_hop,8000,end,low,unknown,21,0.47619047619047616,0.6243386243386243,0.47619047619047616,0.6243386243386243,0.47619047619047616,0.6243386243386243,1.0,0.5238095238095238,0.6825396825396826,1.0
2wikimultihopqa,gemma3:12b,oracle,multi_hop,8000,front,low,unknown,23,0.6956521739130435,0.7053140096618358,0.6956521739130435,0.7053140096618358,0.6956521739130435,0.7053140096618358,1.0,0.5869565217391305,0.7246376811594203,1.0
2wikimultihopqa,gemma3:12b,oracle,multi_hop,8000,middle,low,unknown,27,0.48148148148148145,0.6232216343327455,0.48148148148148145,0.6232216343327455,0.48148148148148145,0.6232216343327455,0.9259259259259259,0.48148148148148145,0.6296296296296297,0.9259259259259259
2wikimultihopqa,gemma3:12b,oracle,multi_hop,8000,scattered,low,unknown,20,0.45,0.6969047619047619,0.5,0.7233333333333334,0.45,0.6969047619047619,0.95,0.55,0.6833333333333333,0.95
